area_m2,precio,banios,alcobas,latitud,longitud,nombre_cliente
99.0,178200000.0,1,2,4.5889060003669968,-74.13554633443772,Juliana Gomez Herrera
162.0,178200000.0,1,4,4.6312867554159975,-74.207473359492141,Santiago Castillo Osorio
99.0,178200000.0,1,1,3.4328280908366682,-76.575372451327766,Antonia Torres Montoya
99.0,178200000.0,1,3,4.581361196323579,-74.136045734916479,Isabella Moreno Herrera
99.0,178200000.0,1,2,4.5657857290415755,-74.123362513303121,Antonia Arrieta Montoya
99.0,178200000.0,1,4,3.4280113654401769,-76.559479449328123,Juan Valencia Gonzalez
99.0,178200000.0,1,4,3.4467531914520055,-76.571439523268353,Ana Arrieta Garcia
99.0,178200000.0,1,1,4.5766350603061339,-74.13735890710241,Carolina Castro Osorio
162.0,178200000.0,1,2,4.6326140624174341,-74.224442449159838,Juliana Prieto Alvarez
81.0,178200000.0,1,1,4.68325292478331,-74.17362799590407,Carlos Castro Lopez
162.0,178200000.0,1,3,4.6226624580633962,-74.210764884474472,Nicole Lopez Garcia
162.0,356400000.0,1,2,4.666073306470218,-74.1780712586632,Marcela Castillo Herrera
162.0,356400000.0,1,2,4.676627152572066,-74.160780914509417,Samuel Rodriguez Quintero
198.0,356400000.0,1,3,3.4537174649973563,-76.559510731574832,Marcela Arboleda Munoz
198.0,356400000.0,1,3,3.4345984612964271,-76.571471677807153,Daniel Martinez Quintero
162.0,356400000.0,1,1,4.6654851570704343,-74.148279326458493,Sebastian Ortiz Lopez
198.0,356400000.0,1,1,4.5591556964614073,-74.128285147177436,Carolina Torres Montoya
198.0,356400000.0,1,2,3.445343092459126,-76.572479043352729,Juliana Hernandez Jaramillo
198.0,356400000.0,1,2,4.58112855943523,-74.136675048877791,Valentina Rodriguez Gonzalez
146.0,189800000.0,1,3,3.399246830419159,-76.567520499184269,Antonia Moreno Quintero
146.0,189800000.0,1,3,4.6480874089066759,-74.198333835529439,Isabella Valencia Ramirez
146.0,189800000.0,1,3,3.407400153270983,-76.5687153646918,Santiago Quintero Osorio
146.0,189800000.0,1,1,4.6423819999263785,-74.207588860970191,Diego Prieto Herrera
146.0,189800000.0,1,4,3.411728640345884,-76.55826660863022,Camila Lopez Restrepo
146.0,189800000.0,1,3,4.6359993016339294,-74.205662483915191,Nicolás Arboleda Garcia
146.0,189800000.0,1,1,3.4050709675339315,-76.561649706727778,Juan Arrieta Quintero
142.0,213000000.0,1,3,3.4241435101903148,-76.589793357423162,Mateo Ortiz Salazar
142.0,213000000.0,1,3,3.3934430263032085,-76.553031384685909,Camila Hernandez Restrepo
142.0,213000000.0,1,4,3.4245393582989867,-76.607806237594644,Nicolás Ortiz Guerrero
142.0,213000000.0,1,3,3.4131726037195969,-76.60314667646324,Nicole Rodriguez Lopez
142.0,213000000.0,1,4,4.5533278903191681,-74.187616862448692,Antonia Diaz Gonzalez
142.0,426000000.0,1,2,4.7626000891391369,-74.077153442179309,Carlos Diaz Cano
142.0,426000000.0,1,3,4.805051066943367,-74.097045110240344,Santiago Velez Henao
142.0,426000000.0,1,4,4.7969344697335963,-74.082943449366269,Samuel Gomez Munoz
177.0,247800000.0,1,4,3.4004035151061434,-76.529786451725528,Sara Jimenez Cifuentes
177.0,247800000.0,1,3,3.4094729509768711,-76.533107452918145,Ana Torres Herrera
177.0,247800000.0,1,1,3.4080148980240583,-76.543457502582228,Andres Prieto Montoya
177.0,495600000.0,1,2,4.6749558388599226,-74.065696165828768,Ana Quintero Salazar
177.0,495600000.0,1,4,4.678668813896806,-74.06830131768578,Juliana Castro Martinez
177.0,495600000.0,1,1,4.6486264649971174,-74.067360679451639,Sara Cardenas Ramirez
177.0,495600000.0,1,1,4.6711170451152055,-74.0581047023838,Valentina Fernandez Herrera
157.0,314000000.0,1,4,3.4465097404211837,-76.586464386065828,Juliana Patino Alvarez
157.0,314000000.0,1,2,6.3260706003315,-75.626063411263047,Daniel Torres Montoya
157.0,314000000.0,1,4,3.4441794170393374,-76.57140512295797,Valentina Hernandez Mendoza
157.0,314000000.0,1,4,4.5499230107626607,-74.0790905537039,Carlos Velez Acosta
157.0,314000000.0,1,4,6.3577346804475843,-75.596706875910527,Lucas Ortiz Cifuentes
157.0,314000000.0,1,4,4.7495580528637165,-74.151254031885458,Isabella Restrepo Cifuentes
157.0,314000000.0,1,2,3.4359401111777279,-76.572905036848042,Mateo Martinez Henao
157.0,314000000.0,1,4,4.69297620362193,-74.147871666655078,Santiago Castro Cifuentes
157.0,314000000.0,1,2,3.4425653198540789,-76.579541520335439,Antonia Gomez Cano
157.0,314000000.0,1,4,3.4322550290475284,-76.5790197293546,Nicolás Diaz Acosta
157.0,314000000.0,1,1,4.5481343613157632,-74.136691860701319,Andres Moreno Henao
157.0,314000000.0,1,1,4.7233611968193312,-74.156423026945262,Carolina Castro Cano
157.0,314000000.0,1,1,6.3491334921824309,-75.599286483339228,Maria Gomez Ramirez
157.0,628000000.0,1,4,6.2038811351938987,-75.598894780353731,Nicolás Arrieta Montoya
157.0,628000000.0,1,1,6.1957045508983866,-75.601051392686145,Nicole Velez Salazar
106.0,180200000.0,1,2,4.73182027166922,-74.099390833035613,Sofia Moreno Henao
106.0,180200000.0,1,1,4.8148248117218584,-74.056408071967965,Marcela Castro Herrera
106.0,180200000.0,1,2,4.7305121999807467,-74.055885192050269,Juan Martinez Herrera
137.0,191800000.0,1,2,3.3968010025929196,-76.531566444646216,Sofia Arboleda Osorio
137.0,383600000.0,1,1,4.6735056816618208,-74.05632146736,Isabella Hernandez Herrera
137.0,383600000.0,1,2,4.6576327065094567,-74.0586531501747,Mateo Arrieta Quintero
137.0,383600000.0,1,1,4.6540209511822814,-74.068243615107221,Nicolás Rodriguez Montoya
113.0,203400000.0,1,1,4.5781422523126309,-74.123746351486091,Marcela Martinez Gonzalez
113.0,203400000.0,1,2,3.4503057391037766,-76.557856378039418,Andres Castro Guerrero
113.0,203400000.0,1,3,3.425728720090305,-76.573840490201832,Antonia Alvarez Osorio
113.0,203400000.0,1,1,3.4263696195264277,-76.577175471435822,Nicolás Martinez Villa
113.0,203400000.0,1,2,3.4339573056078532,-76.557913000155793,Diego Restrepo Salazar
86.0,215000000.0,1,3,6.18970167870283,-75.651269383071053,Lucas Quintero Quintero
86.0,215000000.0,1,4,6.1784110215108008,-75.660473116403452,Samuel Valencia Guerrero
86.0,215000000.0,1,1,6.1891119186947048,-75.650709157282719,Samuel Hernandez Acosta
86.0,215000000.0,1,2,4.6037043190385045,-74.084029193482,Diego Cardenas Lopez
86.0,215000000.0,1,3,4.5918331119749336,-74.1012711431801,Juliana Gomez Herrera
86.0,215000000.0,1,3,4.6204335999254633,-74.113015402718759,Diego Quintero Gonzalez
86.0,215000000.0,1,3,6.17729622603956,-75.642879538764944,Samuel Arrieta Guerrero
172.0,430000000.0,1,3,6.1737635915108928,-75.640680284709049,Carlos Castillo Mendoza
172.0,430000000.0,1,4,6.1799852886718876,-75.644421549948149,Sara Perez Alvarez
172.0,430000000.0,1,2,4.6168116792139,-74.103291430938512,Santiago Valencia Restrepo
172.0,430000000.0,1,1,4.6065747045575831,-74.092302876946022,Samuel Castillo Herrera
172.0,430000000.0,1,4,6.1790557278491232,-75.649926592237108,Carlos Martinez Quintero
172.0,430000000.0,1,3,6.1811107603384068,-75.6386275535368,Carlos Velez Herrera
172.0,430000000.0,1,2,6.1951697082834389,-75.652970991510784,Antonia Arboleda Salazar
103.0,113300000.0,1,3,4.6232941452796021,-74.218153103774227,Nicole Gomez Herrera
103.0,113300000.0,1,3,4.6365554424971585,-74.221667886734991,Samuel Martinez Osorio
103.0,226600000.0,1,2,4.6625983929147932,-74.167159589448829,Diego Patino Guerrero
103.0,226600000.0,1,1,4.6743549930663351,-74.167590454509835,Ana Quintero Botero
194.0,271600000.0,1,2,3.4104964935170683,-76.533655823938631,Santiago Uribe Cano
194.0,271600000.0,1,2,3.4210688819764212,-76.54182743699279,Laura Restrepo Guerrero
194.0,271600000.0,1,3,3.3993367195800115,-76.526674598383266,Diego Fernandez Botero
97.0,271600000.0,1,2,4.66657170696735,-74.069892492906973,Juliana Lopez Jaramillo
194.0,543200000.0,1,1,4.6776170056071482,-74.055953336343777,Sara Jimenez Herrera
194.0,543200000.0,1,2,4.6719063292245719,-74.053894788548732,Isabella Quintero Acosta
194.0,543200000.0,1,2,4.6498782576154856,-74.069603972943128,David Restrepo Ramirez
194.0,543200000.0,1,4,4.6570276166279889,-74.058049022387323,Maria Cardenas Jaramillo
194.0,543200000.0,1,1,4.6655219361524809,-74.068079698888553,Santiago Gomez Quintero
134.0,147400000.0,1,1,4.6238246806045149,-74.22426430324002,Valentina Restrepo Garcia
134.0,147400000.0,1,3,4.6366541392879421,-74.224128046854929,Sebastian Torres Acosta
134.0,147400000.0,1,2,4.620582280373621,-74.211623937097855,Valentina Gomez Osorio
134.0,147400000.0,1,2,4.6269221479077434,-74.2195584356441,Sebastian Jimenez Jaramillo
134.0,147400000.0,1,4,4.6218880590883087,-74.2252322647487,Nicole Castro Martinez
134.0,294800000.0,1,2,4.65984332377565,-74.129790365464757,Lucas Rodriguez Henao
134.0,294800000.0,1,2,4.6587883795578469,-74.126090286498339,Valentina Torres Cifuentes
106.0,159000000.0,1,2,4.5675887818499445,-74.107369153973067,Sofia Lopez Acosta
106.0,159000000.0,1,2,3.4375742761182817,-76.586617727401318,Laura Perez Jaramillo
106.0,159000000.0,1,4,3.4044063088317573,-76.565292839464547,Antonia Alvarez Restrepo
106.0,159000000.0,1,2,4.5236794932834332,-74.160845343808973,Santiago Perez Osorio
106.0,159000000.0,1,4,3.3957873786588455,-76.587739235819782,Nicolás Valencia Lopez
159.0,318000000.0,1,3,4.5791687697100656,-74.124552361068723,Nicolás Arboleda Lopez
159.0,318000000.0,1,1,4.5396834136766424,-74.11535577951355,Carolina Torres Restrepo
159.0,318000000.0,1,1,6.3229436513682273,-75.588438167946478,David Cardenas Cano
159.0,318000000.0,1,2,3.4387441510126275,-76.574991619134522,Daniel Uribe Quintero
106.0,318000000.0,1,2,4.77347963468856,-74.06064595688872,Lucas Castillo Cifuentes
159.0,318000000.0,1,1,6.3553122289006048,-75.600936734498234,Juan Diaz Jaramillo
159.0,318000000.0,1,1,6.3343437101838376,-75.641217968850682,Carolina Restrepo Quintero
159.0,318000000.0,1,1,3.4460092362747541,-76.564520318097124,Juliana Castro Quintero
159.0,318000000.0,1,3,6.341190374663638,-75.614401108757292,Maria Castillo Lopez
159.0,318000000.0,1,2,3.4308198473691709,-76.567787650761176,Juan Torres Gonzalez
159.0,318000000.0,1,4,4.7375457782438053,-74.164696919297214,Isabella Hernandez Guerrero
159.0,318000000.0,1,1,4.6927375502854076,-74.1338328301559,Carolina Cardenas Jaramillo
159.0,318000000.0,1,1,3.4322808650278636,-76.57254910718035,Ana Gomez Garcia
114.0,193800000.0,1,2,4.7252324118554929,-74.115326733143462,Antonia Castillo Ramirez
114.0,193800000.0,1,3,4.7241211420756724,-74.1203099589587,Nicolás Rodriguez Botero
114.0,193800000.0,1,4,4.7284926499444548,-74.04982655068865,Juan Velez Restrepo
114.0,193800000.0,1,4,4.7284138214662033,-74.058406170415537,Samuel Velez Villa
158.0,205400000.0,1,1,4.65090216013687,-74.200423224922815,Antonia Arboleda Lopez
158.0,205400000.0,1,3,4.6557613988345166,-74.207413074748132,Samuel Rodriguez Martinez
158.0,205400000.0,1,4,4.6394398199530986,-74.203204423318752,Valentina Diaz Munoz
158.0,205400000.0,1,4,4.6763177275753263,-74.18791857900915,Diego Lopez Botero
158.0,205400000.0,1,2,4.63729743431259,-74.199513110606759,Juliana Velez Henao
158.0,205400000.0,1,2,3.4031664170036398,-76.559233949257333,Santiago Diaz Cano
158.0,205400000.0,1,3,3.399573563211248,-76.541083190677952,Lucas Moreno Gonzalez
124.0,434000000.0,1,4,6.1563230802670512,-75.590117162142008,Nicolás Alvarez Cano
155.0,434000000.0,1,1,4.6758546447280969,-74.069231141361726,Andres Fernandez Alvarez
155.0,434000000.0,1,2,4.6475117679030093,-74.058799865330812,Juliana Rodriguez Acosta
124.0,434000000.0,1,4,6.1752100256525688,-75.598283019968051,David Moreno Guerrero
124.0,434000000.0,1,2,6.1772887381831945,-75.615611009731225,Mateo Prieto Ramirez
127.0,228600000.0,1,2,3.4249993175232878,-76.551855102181321,Antonia Uribe Herrera
127.0,228600000.0,1,2,4.5668502224656882,-74.126650707715157,Camila Prieto Salazar
127.0,228600000.0,1,2,4.5758755889404874,-74.130397018354316,Maria Prieto Guerrero
127.0,228600000.0,1,2,4.5774390819509856,-74.133469718852083,Mateo Gomez Acosta
127.0,228600000.0,1,4,3.4349483159080276,-76.574744934348047,Lucas Martinez Cano
127.0,228600000.0,1,1,4.56910239461806,-74.1337601642677,Ana Moreno Henao
127.0,228600000.0,1,1,4.5825774329770059,-74.122857173568931,Nicolás Perez Alvarez
127.0,228600000.0,1,4,4.5584701951401332,-74.120084140131183,Valentina Moreno Salazar
127.0,228600000.0,1,2,4.5695584933770759,-74.119268027778887,Santiago Velez Cifuentes
127.0,228600000.0,1,4,3.4283383884366159,-76.56056323351504,Marcela Moreno Munoz
127.0,228600000.0,1,1,4.5707630209146322,-74.131432516908532,Mateo Cardenas Alvarez
106.0,137800000.0,1,2,3.403321292456035,-76.560285522647391,Maria Torres Alvarez
106.0,137800000.0,1,3,4.6745070628142695,-74.185503991490776,Santiago Perez Cano
106.0,137800000.0,1,4,4.6657942667336094,-74.183743547571169,Isabella Castillo Gonzalez
83.0,149400000.0,1,2,3.4582034838801579,-76.5691066819483,David Velez Jaramillo
83.0,149400000.0,1,1,3.424149155748804,-76.567280509149541,Samuel Cardenas Herrera
83.0,149400000.0,1,4,4.5824530065528508,-74.130748516738478,Juliana Hernandez Jaramillo
83.0,149400000.0,1,4,4.58193813025485,-74.1349612931065,Sofia Gomez Guerrero
83.0,149400000.0,1,2,4.5705358540390231,-74.130422101992238,Samuel Arrieta Osorio
166.0,298800000.0,1,4,4.588215030769943,-74.118885151248577,Carolina Rodriguez Montoya
166.0,298800000.0,1,1,4.5668529410391328,-74.131008914233718,Antonia Gomez Quintero
166.0,298800000.0,1,4,4.5647870004645563,-74.123483304056251,Samuel Castillo Guerrero
166.0,298800000.0,1,4,4.5879301680437639,-74.1194813789805,Daniel Ortiz Botero
166.0,298800000.0,1,3,3.4472562447873285,-76.552725353464055,Santiago Moreno Ramirez
166.0,298800000.0,1,4,4.5901563564108159,-74.123186443676886,Nicolás Restrepo Cano
166.0,298800000.0,1,3,3.4584351302309564,-76.571156852423286,Daniel Uribe Cifuentes
115.0,161000000.0,1,2,3.39801661228715,-76.535309672471058,Isabella Perez Cano
115.0,161000000.0,1,2,3.4011705083718153,-76.5187426552735,Diego Hernandez Henao
161.0,322000000.0,1,4,3.4300272320943148,-76.5735236002752,Samuel Quintero Villa
161.0,322000000.0,1,4,6.3182411329808819,-75.65483664155299,Sofia Uribe Ramirez
161.0,322000000.0,1,3,4.7044657177369533,-74.133946428584338,Diego Martinez Herrera
161.0,322000000.0,1,2,4.70623967793561,-74.108079800117778,Sebastian Patino Munoz
161.0,322000000.0,1,3,6.3580709127154034,-75.651523639612975,Diego Gomez Gonzalez
161.0,322000000.0,1,2,4.5642927719486224,-74.095367688345888,Sara Castro Martinez
161.0,322000000.0,1,1,6.31101445356112,-75.5914611235181,Lucas Castillo Salazar
92.0,322000000.0,1,4,6.1551494749885807,-75.597107488187589,Sebastian Quintero Ramirez
92.0,322000000.0,1,2,6.16405261259107,-75.60719167139878,Nicolás Torres Botero
161.0,322000000.0,1,4,4.7277585048113853,-74.1136103469963,Carolina Ortiz Quintero
92.0,322000000.0,1,4,6.150899650944698,-75.619080577825514,Diego Prieto Henao
161.0,322000000.0,1,4,4.7411073922627942,-74.146567549446146,Ana Arboleda Ramirez
161.0,322000000.0,1,3,3.4420200828483485,-76.585947808953065,Isabella Perez Jaramillo
115.0,322000000.0,1,1,4.672129797827953,-74.065162814843148,Andres Castro Cano
161.0,322000000.0,1,4,4.69425254791787,-74.1429860673251,Sara Gomez Garcia
161.0,644000000.0,1,4,6.1955013303588142,-75.583802073321081,Sebastian Castillo Henao
184.0,644000000.0,1,3,6.1570426406820156,-75.612849144824679,Camila Arboleda Herrera
161.0,644000000.0,1,4,6.1912684571256591,-75.570892716623973,Maria Ortiz Cano
184.0,644000000.0,1,4,6.185326989155187,-75.596201278081267,Sofia Castillo Osorio
161.0,644000000.0,1,2,6.1979720156586433,-75.574149342956119,Santiago Quintero Alvarez
89.0,97900000.0,1,3,4.6421104243977451,-74.218199650060669,Ana Castillo Lopez
89.0,97900000.0,1,2,4.63037108292201,-74.2073291135498,Sara Restrepo Jaramillo
178.0,195800000.0,1,1,4.636864816903203,-74.2142397601627,Carlos Hernandez Mendoza
89.0,195800000.0,1,3,4.6544751641255493,-74.151254575525385,Diego Ortiz Jaramillo
178.0,195800000.0,1,4,4.6278188748159517,-74.213561682893939,Ana Torres Quintero
89.0,195800000.0,1,2,4.6753560972981854,-74.156174139047579,Sebastian Gomez Jaramillo
89.0,195800000.0,1,3,4.6963800021975546,-74.124260351556444,Diego Alvarez Munoz
89.0,195800000.0,1,1,4.6803907287992956,-74.173802113624618,Santiago Quintero Jaramillo
178.0,391600000.0,1,2,4.709395039874126,-74.121951860544826,Marcela Hernandez Mendoza
122.0,207400000.0,1,1,4.80359139037362,-74.082342354240822,Ana Lopez Gonzalez
122.0,207400000.0,1,4,4.7435941406306572,-74.05410401315504,Marcela Jimenez Botero
122.0,207400000.0,1,3,4.8037111056252666,-74.091929919178781,Maria Uribe Henao
146.0,219000000.0,1,1,3.4377856531334814,-76.570608576926418,Sofia Gomez Herrera
146.0,219000000.0,1,2,4.5354195425292572,-74.196712660667615,Andres Alvarez Botero
146.0,219000000.0,1,2,4.4986232022477912,-74.157003849936686,Carlos Velez Cano
146.0,219000000.0,1,3,3.4448868008500955,-76.6057108641218,David Uribe Alvarez
146.0,219000000.0,1,3,3.4387593225207036,-76.582182376784587,Sofia Arrieta Cano
146.0,219000000.0,1,3,3.4353482145432293,-76.5579363760781,Nicolás Fernandez Ramirez
146.0,219000000.0,1,2,3.3935551268048032,-76.584879474106032,Samuel Quintero Guerrero
146.0,219000000.0,1,4,4.5124557218040318,-74.123887601599165,Isabella Patino Quintero
146.0,219000000.0,1,4,3.4272526435796027,-76.567591311105986,Nicolás Velez Quintero
146.0,219000000.0,1,3,4.5139748198021259,-74.200053162029178,Santiago Hernandez Jaramillo
146.0,219000000.0,1,2,4.4776829686294972,-74.177509216680946,Santiago Arrieta Garcia
146.0,438000000.0,1,1,4.78835998030005,-74.04536429549988,Valentina Patino Alvarez
173.0,242200000.0,1,1,3.4073857848374458,-76.527015952499241,Diego Fernandez Mendoza
173.0,242200000.0,1,3,3.413698160127852,-76.532019093086575,Carlos Valencia Salazar
173.0,242200000.0,1,3,3.4187675704119482,-76.534337838784253,Valentina Perez Jaramillo
173.0,242200000.0,1,4,3.4148676966872413,-76.520080487549109,Isabella Patino Jaramillo
173.0,242200000.0,1,2,3.4132291065885436,-76.5353793717282,Sebastian Patino Botero
173.0,484400000.0,1,3,4.6476501171570419,-74.0625355456349,Sara Patino Henao
173.0,484400000.0,1,2,4.6573397238939247,-74.056008394329041,Ana Quintero Guerrero
173.0,484400000.0,1,4,4.6736389011990118,-74.060870135670029,Isabella Arrieta Guerrero
173.0,484400000.0,1,2,4.6612552507526335,-74.056323720720542,Juliana Arrieta Jaramillo
173.0,484400000.0,1,1,4.6547509208580653,-74.070925701722473,Sebastian Prieto Salazar
173.0,484400000.0,1,4,4.6687898348041923,-74.0687595167925,Lucas Gomez Botero
141.0,253800000.0,1,3,3.452742597767084,-76.5767409388514,Daniel Valencia Jaramillo
141.0,253800000.0,1,2,3.4533880094396827,-76.578008032467508,Lucas Fernandez Garcia
163.0,326000000.0,1,4,4.5844088467837958,-74.096911867770942,Juliana Quintero Cifuentes
163.0,326000000.0,1,3,4.7296010774511679,-74.102205250843312,Sebastian Uribe Herrera
163.0,326000000.0,1,1,6.34340001942496,-75.612594093323608,Ana Fernandez Lopez
163.0,326000000.0,1,2,4.7046034404869967,-74.135952726931663,Laura Ortiz Salazar
163.0,326000000.0,1,1,4.5526973188774678,-74.073200828854482,Sara Gomez Jaramillo
163.0,326000000.0,1,4,4.5563850788553308,-74.126318515543645,Isabella Patino Villa
163.0,326000000.0,1,4,4.5367431428475147,-74.102963630229056,Mateo Gomez Herrera
163.0,326000000.0,1,1,4.5558045242263869,-74.113178044505148,Diego Lopez Jaramillo
163.0,326000000.0,1,2,6.3487060586850017,-75.6556659788932,Laura Castro Lopez
163.0,326000000.0,1,1,6.3618842603565122,-75.5836256113976,Daniel Torres Martinez
163.0,326000000.0,1,1,6.3360017345723056,-75.612565153215442,Carlos Lopez Salazar
163.0,326000000.0,1,3,4.7132575024198777,-74.1611564355411,Santiago Alvarez Jaramillo
97.0,174600000.0,1,2,4.5905142560855721,-74.136933824253774,Samuel Jimenez Acosta
97.0,174600000.0,1,1,4.5606348514051511,-74.1413657453642,Valentina Quintero Jaramillo
97.0,174600000.0,1,2,4.5843402047609993,-74.139017927099857,Carolina Fernandez Garcia
97.0,174600000.0,1,3,3.4523577464921318,-76.573796805445269,Lucas Torres Villa
194.0,349200000.0,1,4,4.5865614839509359,-74.13782290239709,Nicole Cardenas Garcia
194.0,349200000.0,1,2,3.4442274452344059,-76.551633672438982,Valentina Valencia Garcia
194.0,349200000.0,1,2,3.4408798993135359,-76.566104094826414,Juan Hernandez Lopez
194.0,349200000.0,1,4,3.4283580573773302,-76.551135842217718,David Velez Martinez
194.0,349200000.0,1,4,3.4437965479651926,-76.570460231759156,Antonia Jimenez Restrepo
194.0,349200000.0,1,3,3.4418365710830221,-76.577587520899485,Isabella Uribe Villa
194.0,349200000.0,1,1,3.4504084400158845,-76.576068411069272,Carlos Castro Cifuentes
133.0,186200000.0,1,3,3.4217848504139408,-76.529850975427863,Mateo Arboleda Garcia
133.0,372400000.0,1,4,4.6728383484824665,-74.063832679711666,Marcela Valencia Jaramillo
133.0,372400000.0,1,2,4.64877651756317,-74.055427986077532,Nicole Hernandez Botero
133.0,372400000.0,1,3,4.66329847479714,-74.060069424067109,Juan Uribe Salazar
133.0,372400000.0,1,3,4.6732897347981828,-74.053451747171,Nicole Velez Salazar
133.0,372400000.0,1,1,4.66059907872285,-74.056307219522267,Nicole Torres Villa
133.0,372400000.0,1,2,4.66083643820214,-74.065628022034176,Laura Martinez Salazar
85.0,110500000.0,1,4,4.6372421594266049,-74.19369730444788,Santiago Patino Garcia
85.0,110500000.0,1,4,4.6352000302254153,-74.192495632143533,Maria Valencia Villa
85.0,110500000.0,1,3,4.638030115405912,-74.18590037305718,Marcela Patino Jaramillo
85.0,110500000.0,1,1,4.6580317960041349,-74.183352545572816,Marcela Jimenez Osorio
85.0,110500000.0,1,4,4.6617062048426448,-74.2008457654088,Carolina Martinez Herrera
85.0,110500000.0,1,2,4.6549948265613752,-74.1832109426287,Mateo Lopez Cano
85.0,110500000.0,1,4,3.4012741698380409,-76.550049486609026,Samuel Arboleda Quintero
85.0,110500000.0,1,3,4.656181326007065,-74.186725503997863,Santiago Velez Jaramillo
85.0,110500000.0,1,2,4.6543194892849655,-74.186897940068,Andres Martinez Acosta
85.0,110500000.0,1,4,3.4119875635129162,-76.561955238319072,Antonia Arrieta Botero
130.0,221000000.0,1,2,4.7558593672745131,-74.080170352953843,Juliana Quintero Salazar
130.0,221000000.0,1,3,4.7447306679293808,-74.113067955585763,Daniel Martinez Alvarez
130.0,221000000.0,1,1,4.8081990888166528,-74.13834746782905,Diego Alvarez Henao
170.0,221000000.0,1,3,3.398601621021951,-76.566391124224253,Carolina Arrieta Ramirez
170.0,221000000.0,1,3,4.64837986321329,-74.1882848098053,Marcela Diaz Martinez
130.0,221000000.0,1,3,4.7829631942857542,-74.091341881327921,David Prieto Jaramillo
170.0,221000000.0,1,2,3.4135922495630635,-76.555690839268067,Sofia Lopez Quintero
130.0,221000000.0,1,4,4.7280074781447059,-74.059112069322353,Sara Quintero Garcia
130.0,221000000.0,1,1,4.7327970645659825,-74.092924356102486,Juliana Arboleda Alvarez
170.0,221000000.0,1,1,3.4105041369962072,-76.5455631711885,Nicole Lopez Salazar
111.0,122100000.0,1,3,4.6245684953882478,-74.2169710080194,Nicole Moreno Jaramillo
111.0,122100000.0,1,4,4.62096459227744,-74.211819203954391,Sofia Restrepo Alvarez
111.0,122100000.0,1,1,4.632985636499372,-74.212974664468916,Isabella Fernandez Jaramillo
111.0,122100000.0,1,2,4.6287862727418805,-74.2246126583663,Sara Cardenas Gonzalez
111.0,122100000.0,1,4,4.6233564882207041,-74.212625358444527,Diego Fernandez Mendoza
111.0,122100000.0,1,2,4.6205237320042336,-74.2095367816443,Camila Uribe Montoya
111.0,244200000.0,1,3,4.6621631735170244,-74.174496766679539,Daniel Cardenas Jaramillo
111.0,244200000.0,1,4,4.702690561968776,-74.137363115122326,Maria Velez Lopez
111.0,244200000.0,1,3,4.6706959387681621,-74.1779584041308,Sara Lopez Cano
118.0,153400000.0,1,2,4.6458208003946941,-74.1847201831898,Laura Quintero Restrepo
118.0,153400000.0,1,3,4.6450856016918021,-74.183705986666538,Andres Jimenez Ramirez
118.0,153400000.0,1,4,3.3986873202697181,-76.553469609400452,Nicolás Valencia Garcia
118.0,153400000.0,1,1,3.4010206450963767,-76.549395386949172,Ana Castro Gonzalez
118.0,153400000.0,1,4,3.3957087500959928,-76.547014202784524,Antonia Torres Gonzalez
118.0,153400000.0,1,1,4.6725358808846069,-74.205272601371817,Ana Gomez Mendoza
118.0,153400000.0,1,2,3.3987676639782758,-76.5492959708605,Camila Jimenez Villa
118.0,153400000.0,1,2,4.6362746836807789,-74.202718608491367,Carlos Ortiz Jaramillo
118.0,153400000.0,1,3,3.4005202639761283,-76.5688445046645,Carolina Castro Mendoza
118.0,153400000.0,1,2,3.4089617212670165,-76.559608605577338,Sara Moreno Garcia
118.0,153400000.0,1,2,4.6722388391787293,-74.195126045137428,Sebastian Diaz Henao
118.0,153400000.0,1,2,4.631445330431907,-74.197381849389274,Ana Hernandez Munoz
150.0,165000000.0,1,4,4.6349378923631637,-74.219802826880752,Daniel Quintero Jaramillo
150.0,165000000.0,1,2,4.6411960913954164,-74.206425772047254,Diego Arrieta Botero
110.0,165000000.0,1,2,3.4394438465106569,-76.548473149653177,Samuel Diaz Guerrero
150.0,165000000.0,1,2,4.6201181751051035,-74.217301730322262,Laura Velez Herrera
150.0,165000000.0,1,4,4.6228918095899507,-74.206697810269532,Nicolás Restrepo Jaramillo
110.0,165000000.0,1,4,3.4002617466520397,-76.565175450000964,Valentina Rodriguez Jaramillo
150.0,165000000.0,1,4,4.621639045102766,-74.207849209926536,Laura Diaz Alvarez
110.0,165000000.0,1,3,4.4702964875865883,-74.1903525969788,Juliana Perez Restrepo
110.0,165000000.0,1,4,3.4471147806518041,-76.599964886901262,Ana Uribe Gonzalez
110.0,165000000.0,1,2,4.4728939120673763,-74.187700779575266,Juan Lopez Lopez
110.0,165000000.0,1,1,3.429564578314745,-76.560708775191245,Andres Alvarez Martinez
110.0,165000000.0,1,1,4.5252761323689867,-74.178317188893374,Camila Rodriguez Jaramillo
150.0,165000000.0,1,4,4.6241762081495326,-74.213587657903062,Nicolás Ortiz Salazar
110.0,165000000.0,1,2,3.4109633139645741,-76.583561134837126,Andres Patino Cifuentes
110.0,165000000.0,1,4,4.4852722227276516,-74.184484581353843,Sebastian Velez Mendoza
110.0,165000000.0,1,1,3.43721366840141,-76.567168789433808,Daniel Castro Cifuentes
110.0,165000000.0,1,1,4.5071959653826239,-74.173497309849054,Diego Arrieta Cifuentes
